name;frequency
Francelina;7
Franciele;7
Fransien;7
Fransisca;7
Fransje;7
Françoise-Marie;7
Frauwke;7
Fre;7
Frederiek;7
Frederikke;7
Frenn;7
Frosina;7
Félycia;7
Félynn;7
Gabriela-Elena;7
Gaea;7
Galadriel;7
Galatée;7
Galine;7
Gardenia;7
Gariba;7
Gayaneh;7
Gaëla;7
Gemina;7
Genesia;7
Gentille;7
Georgiana-Andreea;7
Georgiana-Iuliana;7
Geraldien;7
Germaina;7
Gery;7
Gesua;7
Ghaidaa;7
Ghalya;7
Gharam;7
Ghenima;7
Gheorghia;7
Ghezala;7
Ghisela;7
Ghisele;7
Ghislene;7
Gica;7
Giedre;7
Giedré;7
Giethe;7
Gilbertha;7
Gilly;7
Ginalyn;7
Gineke;7
Ginna;7
Gite;7
Gitel;7
Giulia-Maria;7
Giverny;7
Gizèle;7
Glenn;7
Glenna;7
Glenny;7
Glodi;7
Godfrida;7
Goldi;7
Goncagül;7
Gorica;7
Gracelyn;7
Gracita;7
Gratiane;7
Grety;7
Gricelda;7
Gulhanim;7
Gulperi;7
Gulçin;7
Gun;7
Guna;7
Gunjan;7
Gurkirat;7
Gwendaline;7
Gwinny;7
Gyslaine;7
Gytha;7
Gyula;7
Gyulden;7
Gyultyan;7
Gyulyuzar;7
Génia;7
Géry;7
Gözdenur;7
Gülfem;7
Gülnazik;7
Gülsade;7
Gülüsan;7
Gürcan;7
Haajar;7
Haben;7
Habida;7
Haci;7
Hadelijn;7
Hae;7
Hafssatou;7
Haia;7
Haidi;7
Haillie;7
Hajat;7
Hajjou;7
Hakema;7
Hakimeh;7
Halia;7
Halimeh;7
Halisa;7
Hanady;7
Haniyeh;7
Hannaé;7
Hannele;7
Hanumshahe;7
Hapsa;7
Harini;7
Harman;7
Hashley;7
Hasima;7
Hassanatu;7
Hatmane;7
Haymanot;7
Hazan;7
Heddy;7
Heela;7
Heily;7
Heléne;7
Hemeda;7
Hermanna;7
Herminne;7
Hermon;7
Hetal;7
Hicret;7
Hikma;7
Hildegarda;7
Himelda;7
Hinaya;7
Hindou;7
Hirut;7
Hiya;7
Hiyab;7
Hoai;7
Hodo;7
Hongyan;7
Houssaynatou;7
Houyame;7
Huiying;7
Husne;7
Hussna;7
Hylana;7
Hynde;7
Hyuryu;7
Hélène-Marie;7
Ibi;7
Idaly;7
Idoya;7
Idy;7
Igbala;7
Igihozo;7
Iglika;7
Ihsen;7
Iida;7
Ilaha;7
Ilaura;7
Ile;7
Ilenya;7
Illia;7
Illiona;7
Iluminada;7
Ilwad;7
Im;7
Imelde;7
Immaculata;7
Innocente;7
Inocencia;7
Inta;7
Ioana-Mihaela;7
Ionela-Cristina;7
Ionela-Loredana;7
Ionela-Maria;7
Ionela-Simona;7
Irakoze;7
Irenée;7
Isabelly;7
Isahora;7
Isminaz;7
Ismène;7
Isola;7
Isoline;7
Istahil;7
Itala;7
Ivett;7
Iya;7
Izana;7
Izdihar;7
Jacinte;7
Jackelien;7
Jaden;7
Jadie;7
Jaenine;7
Jaira;7
Jaleh;7
Jalien;7
Jalissa;7
Jalna;7
Jamella;7
Jamie-Lynn;7
Janella;7
Janett;7
Jariya;7
Jarle;7
Jasnoor;7
Jaydee;7
Jayley;7
Jayshree;7
Jeana;7
Jeanet;7
Jeanice;7
Jelyn;7
Jeneba;7
Jenefer;7
Jenet;7
Jennet;7
Jenny-Lee;7
Jense;7
Jensy;7
Jenti;7
Jentina;7
Jepke;7
Jerika;7
Jerka;7
Jerney;7
Jessalyn;7
Jetmire;7
Jiajia;7
Jialing;7
Jianhong;7
Jianli;7
Jiaying;7
Jiayu;7
Jincy;7
Jinky;7
Jinmei;7
Jirne;7
Jiyoung;7
Jo-An;7
Joalien;7
Jodye;7
Joelia;7
Joels;7
Joginder;7
Johanna-Maria;7
Johannes;7
Jonalien;7
Jorie;7
Joseph;7
Joshi;7
Josima;7
Joska;7
Jossiane;7
Jossé;7
Joviale;7
Joycka;7
Joëla;7
Joïa;7
Judia;7
Jue;7
Julie-Ann;7
Julisa;7
Juliët;7
Jullie;7
Julyana;7
Junon;7
Justinne;7
Juthe;7
Kaddy;7
Kaiya;7
Kalbie;7
Kalinda;7
Kaltoume;7
Kamillia;7
Kamini;7
Kamélya;7
Kandila;7
Kaneez;7
Kanta;7
Kapka;7
Karamjit;7
Karim;7
Kariné;7
Karissa;7
Karolyne;7
Karuna;7
Karyne;7
Karène;7
Katalien;7
Kataléa;7
Katerin;7
Kathi;7
Kathlene;7
Kathlijne;7
Katlien;7
Katti;7
Kawkab;7
Kawssar;7
Kayissan;7
Kaylen;7
Kayly;7
Kaytlin;7
Kaïssy;7
Keela;7
Keesha;7
Keily;7
Keina;7
Keisy;7
Kelina;7
Kelis;7
Kelsie;7
Kelthoum;7
Kesorn;7
Keyssie;7
Keïra;7
Khadja;7
Khalila;7
Khanifa;7
Khanum;7
Kienna;7
Kijara;7
Kimie;7
Kimley;7
Kin;7
Kinaya;7
Kirstine;7
Kishwar;7
Kita;7
Kitan;7
Kizy;7
Kjenna;7
Kjentha;7
Klarisa;7
Klarys;7
Klaudja;7
Kleio;7
Kloe;7
Konstanze;7
Korine;7
Kourtney;7
Koutar;7
Kriss;7
Kulsum;7
Kunchok;7
Kunsang;7
Kwan;7
Kwok;7
Kyala;7
Kylina;7
Kymberley;7
Kyo;7
Kyoung;7
Kyriakoula;7
Késia;7
Lahja;7
Laike;7
Lainy;7
Laisa;7
Lakhwinder;7
Lamu;7
Laren;7
Larglinda;7
Larra;7
Latiffa;7
Latina;7
Laureana;7
Laurence-Marie;7
Laurita;7
Laurra;7
Lauréana;7
Laut;7
Lauwra;7
Layra;7
Laël;7
Laïyna;7
Leenke;7
Leili;7
Leki;7
Lelde;7
Lelo;7
Lely;7
Lenina;7
Lenita;7
Lensey;7
Leonardina;7
Leony;7
Lerzan;7
Lesli;7
Lesline;7
Lessia;7
Leto;7
Leunora;7
Leylou;7
Lianda;7
Liany;7
Libelia;7
Libertad;7
Liby;7
Liel;7
Lilija;7
Lille;7
Lilly-Roos;7
Lily-Lou;7
Liman;7
Lindia;7
Lindie;7
Lindsie;7
Linéa;7
Liola;7
Liridone;7
Lisa-Lou;7
Lisaline;7
Lise-Lore;7
Lisel;7
Lisemarie;7
Lissandra;7
Lisyane;7
Lital;7
Litzy;7
Liza-Marie;7
Lizhu;7
Lizl;7
Ljilja;7
Lohana;7
Lohane;7
Lohanne;7
Loke;7
Lola-Rose;7
Lonit;7
Lony;7
Lor;7
Lorada;7
Loreda;7
Lorenzina;7
Lorika;7
Lou-Marine;7
Louba;7
Louisa-Marie;7
Loélyne;7
Lucelia;7
Lucil;7
Luciënne;7
Lucília;7
Luella;7
Luitgart;7
Lujza;7
Lumina;7
Luna-Marie;7
Lusamba;7
Ly-Lou;7
Lyandra;7
Lyhanna;7
Lysha;7
Lyssana;7
Lyvie;7
Lyzia;7
Lætitia;7
Léaline;7
Léannah;7
Lélya;7
Lénaïg;7
Lénina;7
Léonnie;7
Léya;7
Lûna;7
Maciré;7
Mackenzy;7
Made;7
Madeeha;7
Madelien;7
Madelin;7
Madhavi;7
Madinatou;7
Madée;7
Magguy;7
Magida;7
Magteld;7
Mahado;7
Mahelia;7
Maheva;7
Mahine;7
Mahrukh;7
Maica;7
Mailyne;7
Mairame;7
Maiza;7
Makaya;7
Makkah;7
Malavika;7
Maleeha;7
Malha;7
Malike;7
Malila;7
Malison;7
Malèna;7
Mamina;7
Manare;7
Manasse;7
Manau;7
Manaé;7
Mandip;7
Maneau;7
Maneerat;7
Maneli;7
Manija;7
Manjari;7
Manoli;7
Manolie;7
Maranatha;7
Marcel;7
Marcelyne;7
Marchela;7
Marena;7
Maresa;7
Margerithe;7
Margitta;7
Margueretha;7
Margueritha;7
Maria-Catalina;7
Maria-Emilia;7
Maria-Francisca;7
Maria-Georgiana;7
Maria-Gracia;7
Maria-Izabela;7
Maria-Luigia;7
Maria-Paula;7
Maria-Paz;7
Mariana-Cristina;7
Mariange;7
Mariantonietta;7
Mariarosaria;7
Marice;7
Marie-Beatrice;7
Marie-Danièle;7
Marie-Eloïse;7
Marie-Eveline;7
Marie-Gisèle;7
Marie-Godelieve;7
Marie-Jacqueline;7
Marie-Léonie;7
Marie-Marie;7
Marie-Roos;7
Marie-Victoria;7
Marie-Zoé;7
Mariely;7
Marielène;7
Marijtje;7
Marilies;7
Marilijn;7
Marinalva;7
Marinica;7
Marisela;7
Marishka;7
Marisia;7
Maritess;7
Mariyat;7
Mariyem;7
Marjoline;7
Marjorye;7
Markella;7
Marleene;7
Marlinde;7
Marni;7
Maroesjka;7
Maroi;7
Marouska;7
Maryanna;7
Maryleine;7
Marylyne;7
Mashal;7
Masoma;7
Masoomeh;7
Massandjé;7
Matenin;7
Mathia;7
Mathylde;7
Matrona;7
Mattéa;7
Maudy;7
Mauren;7
Mauritia;7
Maut;7
Mawj;7
Maxance;7
Maxelle;7
Maxi;7
Mayenne;7
Maylïs;7
Mazes;7
Maéla;7
Maïsa;7
Maïta;7
Mbalu;7
Medna;7
Meeri;7
Megann;7
Meggane;7
Mehek;7
Mehrema;7
Mei-Lan;7
Meie;7
Meine;7
Meklit;7
Melegber;7
Melida;7
Melissia;7
Meliya;7
Melyat;7
Memduha;7
Meneke;7
Mensura;7
Meraud;7
Mereme;7
Merfat;7
Meria;7
Merijem;7
Merijn;7
Merine;7
Merième;7
Merlita;7
Mersija;7
Metta;7
Mevlyde;7
Mex;7
Meyli;7
Mhaijiba;7
Michell;7
Michellina;7
Mickaela;7
Mickaëlle;7
Mieko;7
Migl;7
Mignon;7
Mihaela-Andreea;7
Mikal;7
Mike;7
Mila-Marie;7
Milicia;7
Milissa;7
Minda;7
Mindel;7
Mindi;7
Mingyue;7
Mingzhu;7
Minsa;7
Mintra;7
Miruna-Elena;7
Mitali;7
Mitsuko;7
Mohinder;7
Mong;7
Monjia;7
Monka;7
Morana;7
Morvarid;7
Moumina;7
Moza;7
Moëra;7
Moësha;7
Muge;7
Mui;7
Mukadez;7
Mulan;7
Mulanga;7
Muniro;7
Murièle;7
Musa;7
Musau;7
Muserref;7
Mutienne;7
Mwadi;7
Mwana;7
Mwiza;7
Mylia;7
Myrah;7
Myriamme;7
Myrlène;7
Myrtle;7
Myunever;7
Mélaine;7
Mélynn;7
N'Da;7
Nabeela;7
Nachida;7
Naddy;7
Nadieh;7
Nadjette;7
Nadjije;7
Nadoua;7
Nael;7
Naeva;7
Nafeesa;7
Nafsika;7
Nailia;7
Naisha;7
Nalha;7
Naly;7
Namgyal;7
Nanci;7
Nanja;7
Nanouche;7
Nansira;7
Napaporn;7
Naree;7
Nareman;7
Narissa;7
Narjise;7
Naseema;7
Nassma;7
Nastja;7
Nastjenka;7
Nataja;7
Natanja;7
Natanya;7
Natchaya;7
Natercia;7
Nathasha;7
Natija;7
Natsuko;7
Naturelle;7
Naual;7
Nausicaä;7
Nausikaa;7
Navpreet;7
Nawaal;7
Naylyan;7
Nayme;7
Nazaré;7
Naznin;7
Nebibe;7
Nedzhmiya;7
Neera;7
Nefer;7
Neiva;7
Neliya;7
Nelsa;7
Nerdjivana;7
Nerdzivan;7
Nerella;7
Nessie;7
Nessy;7
Nestorine;7
Neta;7
Neveen;7
Nevila;7
Neysa;7
Neza;7
Ngoie;7
Niaz;7
Nibal;7
Nicaise;7
Nicla;7
Nikole;7
Nilaya;7
Nilsa;7
Nilyufer;7
Nimm;7
Nimrit;7
Nina-Marie;7
Ninia;7
Nio;7
Nishat;7
Nitte;7
Nivia;7
Noaline;7
Noanne;7
Nohemi;7
Nongnut;7
Nooi;7
Noorhan;7
Norah-Lynn;7
Noralhuda;7
Noraline;7
Norien;7
Noro;7
Nouheyla;7
Noune;7
Nouné;7
Nour-Elhouda;7
Nouralhuda;7
Noûr;7
Nsenga;7
Nsimire;7
Nsona;7
Nujin;7
Nunu;7
Nuru;7
Nusaiba;7
Nusreta;7
Oa;7
Odine;7
Oemayma;7
Oete;7
Ogechi;7
Oihana;7
Olamide;7
Olayinka;7
Olenga;7
Olivia-Marie;7
Olja;7
Ombretta;7
Ono;7
Onome;7
Onyinye;7
Ordia;7
Orea;7
Oriella;7
Orphea;7
Ortensia;7
Osanna;7
Oswalda;7
Ouided;7
Ouijdan;7
Oumeima;7
Oumi;7
Oumie;7
Oummou;7
Panar;7
Panida;7
Pardeep;7
Parmis;7
Pasquala;7
Pasqualine;7
Patil;7
Pearly;7
Pelinsu;7
Percy;7
Peregrina;7
Perpetua;7
Perpetual;7
Persefoni;7
Peternella;7
Petrouska;7
Petruska;7
Phanie;7
Phi;7
Philaé;7
Photini;7
Phylis;7
Phèdre;7
Phé;7
Pierre;7
Pompea;7
Prakriti;7
Preet;7
Preethi;7
Prescylia;7
Princia;7
Princy;7
Promesse;7
Prudencia;7
Quérine;7
Rabya;7
Rachelina;7
Rachilde;7
Rachildis;7
Radica;7
Raeda;7
Rafatou;7
Rafaële;7
Rafiye;7
Rahile;7
Rahimeh;7
Raife;7
Raimonde;7
Rajia;7
Raki;7
Rameen;7
Ramona-Ioana;7
Ramona-Maria;7
Ranin;7
Raouya;7
Rasmata;7
Ravi;7
Ravneet;7
Rayyan;7
Raziya;7
Rebah;7
Rebeca-Maria;7
Rehan;7
Reile;7
Reizy;7
Remy;7
Renesmée;7
Retag;7
Revasie;7
Rexhina;7
Reyana;7
Rezan;7
Rhadija;7
Rhianna;7
Rhuna;7
Rieka;7
Rihaam;7
Rimke;7
Rinchen;7
Rinia;7
Rinne;7
Rivke;7
Riwke;7
Rkya;7
Roanna;7
Rodas;7
Rogée;7
Rokan;7
Romany;7
Romaïsa;7
Ronit;7
Ronnie;7
Roopa;7
Rorie;7
Rose-Aimée;7
Rose-Mary;7
Roseane;7
Rosely;7
Roshana;7
Roshin;7
Rosiana;7
Rosângela;7
Rouby;7
Roudina;7
Rougiatou;7
Roujin;7
Royalty;7
Roz;7
Rozemarijntje;7
Rozi;7
Rozália;7
Rua;7
Rubby;7
Rubine;7
Rufadije;7
Ruftalem;7
Ruqayyah;7
Rusudan;7
Ruyi;7
Rwaida;7
Ryhana;7
Rylee;7
Râjae;7
Râna;7
Réna;7
Rénée;7
Sabahete;7
Sabryna;7
Sadiman;7
Saeda;7
Safak;7
Sahima;7
Sahinder;7
Sahinur;7
Saideh;7
Saidia;7
Sajidah;7
Sakuntala;7
Salhia;7
Saline;7
Sallie;7
Salomeea;7
Salvacion;7
Salvatora;7
Salvatorangela;7
Salzitsa;7
Samea;7
Samran;7
Samruay;7
Sane;7
Sani;7
Sanni;7
Sanvi;7
Saowalak;7
Saphir;7
Saquina;7
Saranne;7
Sarit;7
Saritha;7
Sasithorn;7
Saul;7
Savka;7
Savvina;7
Sawyer;7
Sayme;7
Saädia;7
Schanna;7
Sean;7
Sechil;7
Sefana;7
Segolene;7
Sehide;7
Selinde;7
Selman;7
Selsebil;7
Selvedina;7
Semrana;7
Seppa;7
Sevdi;7
Sevie;7
Sevilen;7
Seynab;7
Sezan;7
Sezgin;7
Shaba;7
Shabina;7
Shaha;7
Shahineze;7
Shahira;7
Shahrazade;7
Shahzadi;7
Shake;7
Shakeela;7
Shakti;7
Shalana;7
Shamin;7
Shamshad;7
Shanaël;7
Shanez;7
Shanika;7
Shantal;7
Shanzay;7
Sharah;7
Sharanjit;7
Sharda;7
Sharie;7
Sharin;7
Sharka;7
Shaunny;7
Shawn;7
Shayness;7
Shefie;7
Shehrazad;7
Sheindel;7
Shekiba;7
Sherien;7
Sherihan;7
Shilpi;7
Shital;7
Shiyu;7
Shizuka;7
Shokria;7
Shonna;7
Shriya;7
Shuhua;7
Shun;7
Shuqin;7
Shurooq;7
Shyla;7
Sibela;7
Sibyle;7
Sidi;7
Sidoine;7
Sienke;7
Signorella;7
Siiri;7
Silda;7
Silin;7
Silvena;7
Silvica;7
Silvânia;7
Sindie;7
Sinitta;7
Sinta;7
Siobane;7
Siriana;7
Sirien;7
Sirvan;7
Sissel;7
Slama;7
Snia;7
Snigdha;7
Sofja;7
Sognia;7
Sokaïna;7
Solaine;7
Solomiya;7
Solongo;7
Sombat;7
Somjai;7
Somphit;7
Sonata;7
Sonik;7
Sonu;7
Sopa;7
Sophie-Caroline;7
Soraida;7
Soukina;7
Soundary;7
Soundouce;7
Soureya;7
Soïzic;7
Speranza;7
Spes;7
Sridevi;7
Stacie;7
Stelua;7
Stephanny;7
Sterenn;7
Stojanka;7
Stone;7
Stuti;7
Stécy;7
Stéphy;7
Suhani;7
Sukhmani;7
Sulafa;7
Sumiya;7
Sundy;7
Sunniva;7
Supatra;7
Sureja;7
Susete;7
Susin;7
Suzet;7
Sveta;7
Sway;7
Sweety;7
Sybill;7
Sylvania;7
Symela;7
Syna;7
Sâdia;7
Séfana;7
Sélyna;7
Sélénya;7
Séverinne;7
Sümerya;7
Tabassum;7
Tabu;7
Taeko;7
Tahitia;7
Taiwo;7
Taleen;7
Taly;7
Talyna;7
Tamera;7
Tamy;7
Tanee;7
Tanith;7
Tannaz;7
Tannetje;7
Tannia;7
Tanny;7
Tanuja;7
Tanzeela;7
Taouba;7
Tassanee;7
Tat'yana;7
Taube;7
Taïla;7
Tchelsy;7
Tefta;7
Telia;7
Tempérance;7
Tenessy;7
Teresinha;7
Terezie;7
Terhi;7
Tertia;7
Teréz;7
Tete;7
Thatiana;7
Theano;7
Theodorine;7
Theophila;7
Thereza;7
Thessy;7
Thiaba;7
Thibe;7
Thoraya;7
Thy;7
Thècle;7
Théane;7
Théodorine;7
Théresa;7
Théresia;7
Thùy;7
Tibelya;7
Tiebe;7
Tiffaine;7
Tiliana;7
Time;7
Tinke;7
Tish;7
Tisja;7
Titilayo;7
Tiyana;7
Tlaitmast;7
Tlaitmes;7
Toinon;7
Tolin;7
Tone;7
Tonie;7
Toto;7
Toïta;7
Trinetta;7
Tsehay;7
Tsigereda;7
Tsvetana;7
Tula;7
Tulia;7
Tumba;7
Tuqa;7
Tycia;7
Tyffany;7
Tyffen;7
Tyliana;7
Tyssia;7
Tzipora;7
Tzivia;7
Téana;7
Téodora;7
Ulku;7
Ulviyya;7
Umaiza;7
Uraiwan;7
Urania;7
Urooj;7
Urtina;7
Valine;7
Valjbona;7
Valjbone;7
Valjeta;7
Valza;7
Vanilla;7
Vanitha;7
Vanithy;7
Vanshika;7
Vany;7
Vasfiye;7
Vaïna;7
Veer;7
Velislava;7
Vercin;7
Verna;7
Verone;7
Veronie;7
Verra;7
Veta;7
Victorien;7
Vidhi;7
Viivi;7
Vinny;7
Violetë;7
Viorela;7
Virgenia;7
Vive;7
Vjera;7
Vjola;7
Voahangy;7
Vélina;7
Waffa;7
Wafâa;7
Wajma;7
Wanpen;7
Warunee;7
Weaam;7
Wegahta;7
Wendkouni;7
Wenjing;7
Wennie;7
Wenxin;7
Wessal;7
Wiliane;7
Willie;7
Wilza;7
Wineke;7
Winfrieda;7
Witney;7
Wonder;7
Xantha;7
Xara;7
Xaria;7
Xaveria;7
Xaverie;7
Xeni;7
Xeniya;7
Xhyla;7
Xiaonan;7
Xiaoyun;7
Xiaozhen;7
Xinxin;7
Xiumei;7
Xsari;7
Xuefen;7
Yacout;7
Yakhita;7
Yamileth;7
Yanfei;7
Yanisha;7
Yanoula;7
Yarissa;7
Yashvi;7
Yau;7
Yazhini;7
Yaïza;7
Yelis;7
Yema;7
Yenifer;7
Yeranuhi;7
Yim;7
Ylara;7
Yleana;7
Ylianna;7
Yllza;7
Yman;7
Ymane;7
Ynaya;7
Yolan;7
Yonina;7
Yousr;7
Youssouf;7
Yrina;7
Ysabella;7
Yse;7
Ysis;7
Yuchen;7
Yumgyulsyun;7
Yunah;7
Yupin;7
Yuwadee;7
Yuxuan;7
Yuyan;7
Yvanka;7
Yvy;7
Yzia;7
Yüna;7
Zada;7
Zadie;7
Zafira;7
Zaha;7
Zahna;7
Zainaba;7
Zalissa;7
Zalya;7
Zamfira;7
Zandra;7
Zapryanka;7
Zarafshan;7
Zare;7
Zaynah;7
Zeinaba;7
Zejna;7
Zekija;7
Zelfije;7
Zelinda;7
Zeliya;7
Zemira;7
Zemzem;7
Zenaya;7
Zenep;7
Zenib;7
Zennah;7
Zenona;7
Zenovia;7
Zeri;7
Zhaklina;7
Zhe;7
Zhiyan;7
Zhou;7
Zian;7
Zindzi;7
Zira;7
Ziynet;7
Zize;7
Zojë;7
Zornitza;7
Zoubeida;7
Zowi;7
Zoyla;7
Zoélia;7
Zsuzsánna;7
Zubeda;7
Zuhour;7
Zulejha;7
Zvjezdana;7
Zyana;7
Zénaïde;7
Zénia;7
Zülfü;7
Ágota;7
Élouise;7
Éléanor;7
Émelie;7
Özgenur;7
Ülfet;7
Ümmügül;7
Ünzüle;7
Aakriti;6
Aalae;6
Aaradhya;6
Aase;6
Aashika;6
Aayushi;6
Abella;6
Abrish;6
Achwak;6
Adah;6
Adalynn;6
Addie;6
Adelie;6
Adiam;6
Adiana;6
Adina-Maria;6
Adina-Mihaela;6
Adiva;6
Adri;6
Adua;6
Advika;6
Adélya;6
Adéna;6
Aelynn;6
Aenor;6
Aerith;6
Afet;6
Afida;6
Afke;6
Agie;6
Aglaée;6
Agnieska;6
Ah;6
Aidan;6
Aiesha;6
Aiga;6
Ailbhe;6
Ailen;6
Ailis;6
Aimen;6
Aimi;6
Aiping;6
Aisel;6
Aisja;6
Aislin;6
Aissetou;6
Aist;6
Aiva;6
Aja;6
Ajeta;6
Ajlina;6
Ajsel;6
Akofa;6
Akouba;6
Akoélé;6
Akvilé;6
Alandra;6
Alanya;6
Alcia;6
Alcione;6
Alde;6
Aleid;6
Aleksia;6
Alessia-Ioana;6
Alexandra-Daniela;6
Alexandra-Diana;6
Alexandra-Georgiana;6
Alexandra-Mdlina;6
Alfredina;6
Alham;6
Alianna;6
Alice-Anne;6
Alifa;6
Alina-Iuliana;6
Alina-Nicoleta;6
Alisonne;6
Alkmini;6
Allanah;6
Allessandra;6
Allisia;6
Allissa;6
Allys;6
Almadet;6
Almera;6
Aloise;6
Alojzija;6
Altna;6
Alyn;6
Alénie;6
Amadeea;6
Amadou;6
Amaka;6
Amaly;6
Amalyah;6
Amanat;6
Amance;6
Amaranta;6
Amarjeet;6
Amber-Rose;6
Ambrosia;6
Amdije;6
Amedeea;6
Amee;6
Amella;6
Amilou;6
Aml;6
Amla;6
Amne;6
Amon;6
Amonrat;6
Amornrat;6
Amria;6
Amrin;6
Amèle;6
Amélys;6
Améyo;6
Ana-Claudia;6
Ana-Lou;6
Ana-Sophia;6
Anagha;6
Anaia;6
Anaika;6
Anaisha;6
Analie;6
Analiza;6
Analy;6
Anan;6
Anano;6
Anasthasie;6
Anathalie;6
Anatolia;6
Anaïssa;6
Anca-Roxana;6
Anceline;6
Andia;6
Andreea-Daniela;6
Andreea-Iuliana;6
Andreea-Mariana;6
Andreea-Raluca;6
Andrianna;6
Andrienne;6
Andrina;6
Andréanne;6
Anelya;6
Angeliqua;6
Angi;6
Anies;6
Anine;6
Anisette;6
Anisya;6
Anjelina;6
Anjesa;6
Anjum;6
Ann-Christy;6
Ann-Elise;6
Ann-Lyse;6
Ann-Michèle;6
Anna-Livia;6
Anna-Sophie;6
Annalaura;6
Annalina;6
Annalucia;6
Annaïc;6
Anne-Astrid;6
Anne-Colette;6
Anne-Linde;6
Anne-Lorraine;6
Anne-Martine;6
Anne-Victoire;6
Annefloor;6
Annelinde;6
Annetje;6
Annija;6
Annoek;6
Annonciade;6
Annye;6
Ano;6
Anoucha;6
Anoud;6
Ansy;6
Antoniella;6
Anujin;6
Anureet;6
Aoua;6
Aphroditi;6
Aprilia;6
Apsara;6
Apurva;6
Aqila;6
Aquila;6
Aquilina;6
Aracely;6
Aradhya;6
Araksia;6
Arantzazu;6
Archontoula;6
Arda;6
Arev;6
Argentine;6
Arhimo;6
Aris;6
Arjanita;6
Arjanne;6
Arriana;6
Arriane;6
Arsa;6
Arshaluys;6
Arshia;6
Artemi;6
Arunee;6
Arus;6
Aruzhan;6
Arwin;6
Arzie;6
Ascencion;6
Ashia;6
Asiat;6
Askale;6
Askalu;6
Aslinur;6
Asly;6
Asse;6
Assiba;6
Assoumpta;6
Astrik;6
Astérie;6
Asuka;6
Asuna;6
Atefa;6
Atidze;6
Atifete;6
Atiqa;6
Atta;6
Aucéane;6
Audra;6
Audrey-Ann;6
Audrine;6
Audrone;6
Aureliana;6
Auryane;6
Aurélien;6
Avelien;6
Avida;6
Ayanda;6
Aydanur;6
Ayen;6
Ayishetu;6
Aylani;6
Aymani;6
Ayni;6
Aynoa;6
Ayomide;6
Ayris;6
Aysan;6
Ayset;6
Ayva;6
Azèle;6
Açilay;6
Aéline;6
Aélis;6
Aïla;6
Babeau;6
Bachra;6
Bada;6
Bahtie;6
Baidaa;6
Banan;6
Bandana;6
Bapke;6
Bar;6
Baraka;6
Barbarella;6
Barbie;6
Baria;6
Barija;6
Bariyat;6
Barsha;6
Bartolomea;6
Basant;6
Basey;6
Basna;6
Batia;6
Battistina;6
Batul;6
Beanca;6
Beda;6
Beila;6
Bel;6
Belange;6
Belarmina;6
Belgüzar;6
Belita;6
Belly;6
Belva;6
Beniamina;6
Benin;6
Benitha;6
Berryl;6
Berthille;6
Besire;6
Bethania;6
Beulah;6
Beza;6
Bhakti;6
Bibia;6
Bibian;6
Bilkis;6
Billie-Jean;6
Bilqis;6
Binetou;6
Bingül;6
Bini;6
Binte;6
Biondina;6
Birten;6
Bixia;6
Bjondina;6
Blima;6
Bolormaa;6
Boubacar;6
Bozhana;6
Bozhidara;6
Branimira;6
Branislava;6
Bren;6
Bria;6
Brigje;6
Brihanna;6
Brikhna;6
Brina;6
Britny;6
Brkti;6
Bronia;6
Bronislava;6
Bruni;6
Bryhanna;6
Brynthe;6
Brîndua;6
Budoor;6
Béline;6
Bénigne;6
Bénédict;6
Béthanie;6
Bích;6
Caia;6
Caily;6
Caissy;6
Calcedonia;6
Calleigh;6
Callia;6
Callisto;6
Candelora;6
Candys;6
Canet;6
Cangül;6
Carema;6
Carlita;6
Carmen-Gabriela;6
Carmen-Georgiana;6
Caroline-Marie;6
Carroll;6
Casia;6
Cataliya;6
Catalëya;6
Cate;6
Catelijne;6
Cathelle;6
Cathelyn;6
Cathya;6
Catya;6
Ceclia;6
Cedella;6
Cefayir;6
Ceferina;6
Ces;6
Chadija;6
Chadizjat;6
Chahineze;6
Chahra;6
Chaida;6
Chala;6
Chanah;6
Chandana;6
Chanis;6
Channy;6
Chanphen;6
Chao;6
Charanjit;6
Charice;6
Charite;6
Charlotte-Marie;6
Charoula;6
Charro;6
Charysse;6
Chauna;6
Chaymaâ;6
Chaîma;6
Chaïmaâ;6
Chedlia;6
Chenchen;6
Chenda;6
Cherelle;6
Cherilyn;6
Chevelle;6
Cheverny;6
Chime;6
Chimen;6
Chinonye;6
Chirley;6
Chizaram;6
Chloê;6
Chodon;6
Choezom;6
Chotika;6
Chouchou;6
Choukri;6
Chrisi;6
Chrisje;6
Chrisline;6
Christela;6
Christeta;6
Christiania;6
Chryssanthi;6
Chrystina;6
Chunhua;6
Cil;6
Cilke;6
Cire;6
Claire-Elise;6
Clodagh;6
Cludia;6
Clàudia;6
Cléda;6
Clémie;6
Cléopâtre;6
Coba;6
Collien;6
Constana;6
Contesa;6
Crescence;6
Crescenza;6
Cristela;6
Cristell;6
Cristin;6
Cristina-Ioana;6
Cristina-Ionela;6
Cristèle;6
Cuc;6
Cybelle;6
Cyra;6
Cyrelle;6
Cyrianne;6
Cármen;6
Cäcilie;6
Célyna;6
Cérise;6
Césarie;6
Cévrine;6
Daan;6
Daania;6
Dabia;6
Dae;6
Daeng;6
Dafny;6
Daiga;6
Daliah;6
Dalicia;6
Daljeet;6
Dallila;6
Damilola;6
Danahé;6
Danaïs;6
